TTLCONS,('TLPRVCONS', 0.992250709251494),('EVDCNUS', 0.9895733725272576),('EVNTPUS', 0.9858450414426101),('EVPUPUS', 0.9857235862355731),('EVCHPUS', 0.984315422692725)
TLRESCONS,('PRRESCONS', 0.9999631135482917),('A21SVS', 0.9790487744527777)
TLNRESCONS,('PNRESCONS', 0.991612771240343),('OPACPUS', 0.9750158437608444),('OPACBUS', 0.9726408934905181)
TLLODGCONS,('PLODGCONS', 0.9993654437648989)
TLOFCONS,('PROFCONS', 0.9945119713260903)
TLCOMCONS,('PRCOMCONS', 0.9996866342864409)
TLHLTHCONS,('EVDCNUS', 0.9808663669893612),('PRHLTHCONS', 0.9790422056741138)
TLEDUCONS,('PBEDUCONS', 0.9815740969865949)
TLRELCONS,('PRRELCONS', 0.9999753027047674),('ACRPVS', 0.9755759707658833),('ACRPNO', 0.9741109555732416)
TLPSCONS,('PBPSCONS', 0.9981930114458202)
TLAMUSCONS,('PRAMUSCONS', 0.9755992909229717)
TLTRANSCONS,('PBTRANSCONS', 0.9934769869191811),('PAC9PUS', 0.9767873766894836),('NGLPPUS', 0.9765806362723779),('PMEXBUS', 0.972629926688744),('PAEXPUS', 0.9720956570900807),('NGPRBUS', 0.9710866706537209),('NGPRPUS', 0.9710780514252325),('NGMPPUS', 0.9704680873729755),('TEEXBUS', 0.9704155752611389),('NGGWPUS', 0.970065615568396)
TLCMUCONS,('PRCMUCONS', 0.9997165658247)
TLPWRCONS,('PRPWRCONS', 0.9955868066385384)
TLHWYCONS,('PBHWYCONS', 0.9999565396863974)
TLSWDCONS,('PBSWGCONS', 0.999420873093551),('OPACPUS', 0.9717798019343206),('OPACBUS', 0.9710986061875342)
TLWSCONS,('PBWSCONS', 0.999198103194227),('EVDCNUS', 0.978371944774054)
TLCADCONS,('PBCADCONS', 0.999551182411296)
TLMFGCONS,('PRMFGCONS', 0.9999822192550701),('OPACPUS', 0.9794365393202034),('OPACBUS', 0.9761436764356414)
TLPRVCONS,('TTLCONS', 0.9922507092514938),('EVNTPUS', 0.9881736323625371),('EVPUPUS', 0.9872526284513281),('EVCHPUS', 0.9859898167432619),('EVDCNUS', 0.9845975083134739)
PRRESCONS,('TLRESCONS', 0.9999631135482919),('A21SVS', 0.9749610843167067)
PNRESCONS,('TLNRESCONS', 0.991612771240343),('OPACPUS', 0.9764372759800265),('OPACBUS', 0.9738510059267829)
PLODGCONS,('TLLODGCONS', 0.9993654437648989)
PROFCONS,('TLOFCONS', 0.9945119713260903)
PRCOMCONS,('TLCOMCONS', 0.9996866342864408)
PRHLTHCONS,('TLHLTHCONS', 0.9790422056741139),('EVDCNUS', 0.9775173441041943)
PRRELCONS,('TLRELCONS', 0.9999753027047674)
PRAMUSCONS,('TLAMUSCONS', 0.9755992909229716)
PRTRANSCONS,('PAEXPUS', 0.9710453494493655),('PMEXBUS', 0.9709474302626483)
PRCMUCONS,('TLCMUCONS', 0.9997165658246999)
PRPWRCONS,('TLPWRCONS', 0.9955868066385385)
PRMFGCONS,('TLMFGCONS', 0.9999822192550701),('OPACPUS', 0.979355386061949),('OPACBUS', 0.9760345887861811)
TLPBLCONS,('PBNRESCONS', 0.9998109441525382)
PBNRESCONS,('TLPBLCONS', 0.9998109441525382)
PBEDUCONS,('TLEDUCONS', 0.9815740969865949)
PBPSCONS,('TLPSCONS', 0.9981930114458202)
PBTRANSCONS,('TLTRANSCONS', 0.9934769869191811)
PBHWYCONS,('TLHWYCONS', 0.9999565396863975)
PBSWGCONS,('TLSWDCONS', 0.999420873093551),('OPACPUS', 0.972474596336952),('OPACBUS', 0.9720105613092297)
PBWSCONS,('TLWSCONS', 0.999198103194227),('EVDCNUS', 0.9800722595524867)
PBCADCONS,('TLCADCONS', 0.9995511824112961)
AMTMVS,('AMTMNO', 0.9955323402943838),('AMXDNO', 0.9946020916938879),('AMXTNO', 0.9921213882967447),('A33SVS', 0.9765293495489774),('A32SVS', 0.974904229347855),('TMIMVUS', 0.9734402881157262),('AMTUVS', 0.9732851881850041),('A33SNO', 0.9717916988129369)
ADXDVS,('AMDMVS', 0.9977828448788382),('AMTUVS', 0.9751079717063976)
AMTUVS,('AMDMVS', 0.9827697402810753),('A32SVS', 0.976629645105626),('ADXDVS', 0.9751079717063976),('AMTMVS', 0.973285188185004)
AMDMVS,('ADXDVS', 0.9977828448788383),('AMTUVS', 0.9827697402810752)
A21SVS,('TLRESCONS', 0.9790487744527778),('PRRESCONS', 0.9749610843167067)
A27SVS,('EVPUPUS', 0.9802459106839517),('EVNTPUS', 0.9799495803527126),('EVCHPUS', 0.9797412313505044)
A31SVS,('A31AVS', 0.990021469346938),('A31SNO', 0.9885955086849705),('AANMVS', 0.9749202829076281),('A31ANO', 0.9733867731267132)
A31AVS,('A31SVS', 0.9900214693469381),('A31ANO', 0.980852382958984),('A31SNO', 0.9766301717025793)
AANMVS,('AANMNO', 0.9952671996268402),('A31SVS', 0.974920282907628)
A32SVS,('A32SNO', 0.9836426258565065),('AMTUVS', 0.976629645105626),('AMTMVS', 0.974904229347855),('A22SVS', 0.9731802245506461)
A33SVS,('AMTMVS', 0.9765293495489774),('A33SNO', 0.9705255806318452)
A33HVS,('A33HNO', 0.9836078260981073)
A33MVS,('A33MNO', 0.9786062612969201)
A34SVS,('A34SNO', 0.9809860608251558)
ACRPVS,('ACRPNO', 0.9991631667851343),('TLRELCONS', 0.9755759707658833)
A34DVS,('A34DNO', 0.9733118319527453)
A34KVS,('A34KNO', 0.9838745076962051)
A35SVS,('A35SNO', 0.9836984145074986)
ABTPVS,('AMVPNO', 0.9874588934824926)
A11SVS,('A11CVS', 0.9907609376832125),('A11BVS', 0.9872825527157287),('CPUCIUS', 0.9796131971301861),('EVNTPUS', 0.978910569786916),('A12AVS', 0.9762784929555284),('EVPUPUS', 0.9738963949610117),('EVCHPUS', 0.9703579169163573)
A11BVS,('A11SVS', 0.9872825527157287),('A11CVS', 0.973528014089271)
A11CVS,('A11SVS', 0.9907609376832124),('CPUCIUS', 0.9802461869244755),('A11BVS', 0.973528014089271)
A12AVS,('A11SVS', 0.9762784929555284)
A22SVS,('A32SVS', 0.9731802245506461)
A24AVS,('A24SVS', 0.9995143726194848),('DKERDUS', 0.9838533984107298),('COFMUOP', 0.9719585557381862),('RCRTUUS', 0.9715884989958586)
A24SVS,('A24AVS', 0.9995143726194848),('DKERDUS', 0.9845113323220123),('RCRTUUS', 0.9723093215012112),('RMRTUUS', 0.971555553483333),('DFONUUS', 0.9705486705856791)
A25SVS,('AMXTNO', 0.9756227933916188)
A25BVS,('Fastenal Daily Sales', 0.9703788570354142)
A25CVS,('A26SVS', 0.9782878276298909)
A26SVS,('A25CVS', 0.9782878276298909)
